  178.4168703091	   69.9697005007	    4.0000000000	
  180.1073433560	   66.3444693525	    4.0000000000	
  180.1073433560	   66.3444693525	    6.0000000000	
  178.4168703091	   69.9697005007	    6.0000000000	

  178.4168703091	   69.9697005007	    4.0000000000	
  182.4015570068	   69.6210345853	    4.0000000000	
  182.4015570068	   69.6210345853	    6.0000000000	
  178.4168703091	   69.9697005007	    6.0000000000	

  178.4168703091	   69.9697005007	    4.0000000000	
  180.7110839599	   73.2462657334	    4.0000000000	
  180.7110839599	   73.2462657334	    6.0000000000	
  178.4168703091	   69.9697005007	    6.0000000000	

  178.4168703091	   69.9697005007	    4.0000000000	
  176.7263972621	   73.5949316488	    4.0000000000	
  176.7263972621	   73.5949316488	    6.0000000000	
  178.4168703091	   69.9697005007	    6.0000000000	

  178.4168703091	   69.9697005007	    4.0000000000	
  174.4321836113	   70.3183664161	    4.0000000000	
  174.4321836113	   70.3183664161	    6.0000000000	
  178.4168703091	   69.9697005007	    6.0000000000	

  178.4168703091	   69.9697005007	    4.0000000000	
  176.1226566583	   66.6931352679	    4.0000000000	
  176.1226566583	   66.6931352679	    6.0000000000	
  178.4168703091	   69.9697005007	    6.0000000000	

  178.4168703091	   69.9697005007	    4.0000000000	
  180.1073433560	   66.3444693525	    4.0000000000	
  180.1073433560	   66.3444693525	    6.0000000000	
  178.4168703091	   69.9697005007	    6.0000000000	

